onetsoc_code,Title,KMeans_Cluster,AI_Impact_Type,Median_Annual_Wage_USD,Skill,Skill_Value
31-2021.00,Physical Therapist Assistants,0,Risk: Robotics (Medium-Term),56610.0,Critical Thinking,3.88
31-2022.00,Physical Therapist Aides,1,Risk: Robotics (Medium-Term),25680.0,Critical Thinking,3.12
31-9011.00,Massage Therapists,1,Risk: Robotics (Medium-Term),39860.0,Critical Thinking,3.25
31-9091.00,Dental Assistants,1,Risk: Robotics (Medium-Term),36940.0,Critical Thinking,3.12
31-9092.00,Medical Assistants,0,Risk: Robotics (Medium-Term),31540.0,Critical Thinking,3.62
31-9093.00,Medical Equipment Preparers,1,Risk: Robotics (Medium-Term),34400.0,Critical Thinking,2.88
31-9094.00,Medical Transcriptionists,2,Risk: Robotics (Medium-Term),35720.0,Critical Thinking,3.12
31-9095.00,Pharmacy Aides,1,Risk: Robotics (Medium-Term),25240.0,Critical Thinking,2.88
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,1,Risk: Robotics (Medium-Term),25250.0,Critical Thinking,3.12
31-9097.00,Phlebotomists,1,Risk: Robotics (Medium-Term),32710.0,Critical Thinking,3.25
33-1011.00,First-Line Supervisors of Correctional Officers,0,Insulated: High-Social,60560.0,Critical Thinking,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,0,Insulated: High-Social,84840.0,Critical Thinking,4.0
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0,Insulated: High-Social,74540.0,Critical Thinking,3.75
33-2011.00,Firefighters,0,Risk: Robotics (Medium-Term),48030.0,Critical Thinking,3.75
33-2021.00,Fire Inspectors and Investigators,0,Risk: Robotics (Medium-Term),58440.0,Critical Thinking,3.75
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0,Risk: Robotics (Medium-Term),36230.0,Critical Thinking,3.88
33-3011.00,Bailiffs,1,Risk: Robotics (Medium-Term),42670.0,Critical Thinking,3.12
33-3012.00,Correctional Officers and Jailers,0,Risk: Robotics (Medium-Term),42820.0,Critical Thinking,3.62
33-3021.00,Detectives and Criminal Investigators,0,Risk: Robotics (Medium-Term),78120.0,Critical Thinking,4.12
33-3031.00,Fish and Game Wardens,0,Risk: Robotics (Medium-Term),51730.0,Critical Thinking,4.0
33-3041.00,Parking Enforcement Workers,1,Risk: Robotics (Medium-Term),37950.0,Critical Thinking,3.0
33-3051.00,Police and Sheriff's Patrol Officers,0,Insulated: High-Social,59680.0,Critical Thinking,3.88
33-3052.00,Transit and Railroad Police,0,Risk: Robotics (Medium-Term),66610.0,Critical Thinking,3.38
33-9011.00,Animal Control Workers,1,Risk: Robotics (Medium-Term),34550.0,Critical Thinking,3.5
33-9021.00,Private Detectives and Investigators,2,Risk: Generative AI (Near-Term),48190.0,Critical Thinking,4.12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2,Risk: Robotics (Medium-Term),32630.0,Critical Thinking,3.75
33-9032.00,Security Guards,1,Risk: Robotics (Medium-Term),25770.0,Critical Thinking,3.0
33-9091.00,Crossing Guards and Flaggers,1,Risk: Robotics (Medium-Term),26700.0,Critical Thinking,2.5
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1,Risk: Robotics (Medium-Term),20290.0,Critical Thinking,3.0
33-9093.00,Transportation Security Screeners,1,Risk: Robotics (Medium-Term),39680.0,Critical Thinking,3.5
35-1011.00,Chefs and Head Cooks,0,Insulated: High-Social,43180.0,Critical Thinking,3.88
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0,Insulated: High-Social,31480.0,Critical Thinking,4.0
35-2011.00,"Cooks, Fast Food",1,Risk: Robotics (Medium-Term),19860.0,Critical Thinking,2.38
35-2012.00,"Cooks, Institution and Cafeteria",1,Risk: Robotics (Medium-Term),24750.0,Critical Thinking,2.88
35-2013.00,"Cooks, Private Household",1,Risk: Robotics (Medium-Term),32060.0,Critical Thinking,3.12
35-2014.00,"Cooks, Restaurant",1,Risk: Robotics (Medium-Term),24140.0,Critical Thinking,3.0
35-2015.00,"Cooks, Short Order",1,Risk: Robotics (Medium-Term),21890.0,Critical Thinking,2.75
35-2021.00,Food Preparation Workers,1,Risk: Robotics (Medium-Term),21440.0,Critical Thinking,2.0
35-3011.00,Bartenders,0,Risk: Robotics (Medium-Term),20800.0,Critical Thinking,2.88
35-3031.00,Waiters and Waitresses,1,Risk: Robotics (Medium-Term),19990.0,Critical Thinking,2.75
35-3041.00,"Food Servers, Nonrestaurant",1,Risk: Robotics (Medium-Term),21240.0,Critical Thinking,2.38
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1,Risk: Robotics (Medium-Term),20200.0,Critical Thinking,2.25
35-9021.00,Dishwashers,1,Risk: Robotics (Medium-Term),20800.0,Critical Thinking,2.12
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2,Risk: Robotics (Medium-Term),19980.0,Critical Thinking,2.62
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0,Risk: Robotics (Medium-Term),38190.0,Critical Thinking,3.25
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0,Risk: Robotics (Medium-Term),45740.0,Critical Thinking,3.75
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,Risk: Robotics (Medium-Term),24190.0,Critical Thinking,2.12
37-2012.00,Maids and Housekeeping Cleaners,1,Risk: Robotics (Medium-Term),21820.0,Critical Thinking,2.12
37-2021.00,Pest Control Workers,0,Risk: Robotics (Medium-Term),33040.0,Critical Thinking,3.38
37-3011.00,Landscaping and Groundskeeping Workers,1,Risk: Robotics (Medium-Term),26320.0,Critical Thinking,1.88
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1,Risk: Robotics (Medium-Term),33740.0,Critical Thinking,2.88
37-3013.00,Tree Trimmers and Pruners,1,Risk: Robotics (Medium-Term),35030.0,Critical Thinking,3.0
39-2011.00,Animal Trainers,0,Risk: Robotics (Medium-Term),27690.0,Critical Thinking,3.38
39-2021.00,Animal Caretakers,1,Risk: Robotics (Medium-Term),21990.0,Critical Thinking,2.88
39-3011.00,Gambling Dealers,2,Risk: Robotics (Medium-Term),19290.0,Critical Thinking,2.88
39-3012.00,Gambling and Sports Book Writers and Runners,2,Risk: Robotics (Medium-Term),22600.0,Critical Thinking,2.88
39-3021.00,Motion Picture Projectionists,1,Risk: Robotics (Medium-Term),22100.0,Critical Thinking,2.75
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2,Risk: Robotics (Medium-Term),19920.0,Critical Thinking,2.62
39-3091.00,Amusement and Recreation Attendants,1,Risk: Robotics (Medium-Term),20160.0,Critical Thinking,2.75
39-3092.00,Costume Attendants,1,Risk: Robotics (Medium-Term),45900.0,Critical Thinking,2.88
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1,Risk: Robotics (Medium-Term),21720.0,Critical Thinking,2.75
39-4011.00,Embalmers,0,Risk: Robotics (Medium-Term),40150.0,Critical Thinking,3.12
39-4021.00,Funeral Attendants,1,Risk: Robotics (Medium-Term),24830.0,Critical Thinking,2.62
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0,Insulated: High-Social,50090.0,Critical Thinking,3.62
39-5011.00,Barbers,1,Risk: Robotics (Medium-Term),25760.0,Critical Thinking,2.75
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0,Risk: Robotics (Medium-Term),24260.0,Critical Thinking,3.5
39-5091.00,"Makeup Artists, Theatrical and Performance",2,Risk: Robotics (Medium-Term),60970.0,Critical Thinking,3.25
39-5092.00,Manicurists and Pedicurists,2,Risk: Robotics (Medium-Term),22150.0,Critical Thinking,2.5
39-5093.00,Shampooers,1,Risk: Robotics (Medium-Term),19700.0,Critical Thinking,2.12
39-5094.00,Skincare Specialists,2,Risk: Robotics (Medium-Term),30270.0,Critical Thinking,3.0
39-6011.00,Baggage Porters and Bellhops,1,Risk: Robotics (Medium-Term),22260.0,Critical Thinking,2.75
39-6012.00,Concierges,2,Insulated: High-Creativity,29250.0,Critical Thinking,3.62
39-7011.00,Tour Guides and Escorts,2,Risk: Robotics (Medium-Term),24920.0,Critical Thinking,3.12
39-7012.00,Travel Guides,0,Insulated: High-Social,32100.0,Critical Thinking,3.75
39-9011.00,Childcare Workers,2,Insulated: High-Creativity,21170.0,Critical Thinking,3.0
39-9031.00,Exercise Trainers and Group Fitness Instructors,0,Risk: Robotics (Medium-Term),38160.0,Critical Thinking,3.12
39-9032.00,Recreation Workers,0,Insulated: High-Social,23870.0,Critical Thinking,3.62
39-9041.00,Residential Advisors,2,Risk: Generative AI (Near-Term),25570.0,Critical Thinking,4.0
41-1011.00,First-Line Supervisors of Retail Sales Workers,0,Insulated: High-Social,39040.0,Critical Thinking,3.88
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,3,Insulated: High-Social,73150.0,Critical Thinking,3.88
41-2011.00,Cashiers,1,Risk: Robotics (Medium-Term),20180.0,Critical Thinking,2.75
41-2012.00,Gambling Change Persons and Booth Cashiers,1,Risk: Robotics (Medium-Term),23780.0,Critical Thinking,2.88
41-2021.00,Counter and Rental Clerks,2,Risk: Robotics (Medium-Term),25550.0,Critical Thinking,2.88
41-2022.00,Parts Salespersons,0,Risk: Robotics (Medium-Term),29780.0,Critical Thinking,3.25
41-2031.00,Retail Salespersons,0,Insulated: High-Social,22680.0,Critical Thinking,3.12
41-3011.00,Advertising Sales Agents,3,Insulated: High-Social,50380.0,Critical Thinking,3.75
41-3021.00,Insurance Sales Agents,3,Insulated: High-Creativity,49990.0,Critical Thinking,3.88
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3,Insulated: High-Social,67310.0,Critical Thinking,3.75
41-3041.00,Travel Agents,2,Insulated: High-Creativity,36460.0,Critical Thinking,3.75
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3,Insulated: High-Social,78980.0,Critical Thinking,3.75
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2,Insulated: High-Social,57140.0,Critical Thinking,3.75
41-9011.00,Demonstrators and Product Promoters,2,Risk: Robotics (Medium-Term),25610.0,Critical Thinking,3.0
41-9012.00,Models,2,Risk: Robotics (Medium-Term),21870.0,Critical Thinking,1.88
41-9021.00,Real Estate Brokers,3,Risk: Generative AI (Near-Term),56790.0,Critical Thinking,3.88
41-9022.00,Real Estate Sales Agents,3,Insulated: High-Social,44090.0,Critical Thinking,4.0
41-9031.00,Sales Engineers,3,Insulated: High-Social,100000.0,Critical Thinking,4.0
41-9041.00,Telemarketers,2,Risk: Robotics (Medium-Term),24300.0,Critical Thinking,3.12
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2,Insulated: High-Creativity,24330.0,Critical Thinking,3.12
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3,Insulated: High-Social,54340.0,Critical Thinking,3.88
43-2011.00,"Switchboard Operators, Including Answering Service",2,Risk: Robotics (Medium-Term),28030.0,Critical Thinking,2.75
43-2021.00,Telephone Operators,2,Risk: Robotics (Medium-Term),37000.0,Critical Thinking,2.88
43-3011.00,Bill and Account Collectors,2,Risk: Generative AI (Near-Term),35350.0,Critical Thinking,3.5
43-3021.00,Billing and Posting Clerks,2,Risk: Generative AI (Near-Term),36150.0,Critical Thinking,3.25
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2,Risk: Generative AI (Near-Term),38390.0,Critical Thinking,3.25
43-3041.00,Gambling Cage Workers,2,Risk: Robotics (Medium-Term),25990.0,Critical Thinking,3.25
43-3051.00,Payroll and Timekeeping Clerks,2,Risk: Generative AI (Near-Term),42390.0,Critical Thinking,3.12
43-3061.00,Procurement Clerks,2,Risk: Generative AI (Near-Term),41410.0,Critical Thinking,3.75
43-3071.00,Tellers,2,Risk: Robotics (Medium-Term),27260.0,Critical Thinking,3.25
43-4011.00,Brokerage Clerks,2,Risk: Generative AI (Near-Term),49200.0,Critical Thinking,3.62
43-4021.00,Correspondence Clerks,2,Insulated: High-Creativity,36370.0,Critical Thinking,3.75
43-4031.00,"Court, Municipal, and License Clerks",2,Risk: Generative AI (Near-Term),36670.0,Critical Thinking,3.38
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2,Risk: Generative AI (Near-Term),36930.0,Critical Thinking,3.38
43-4051.00,Customer Service Representatives,2,Risk: Generative AI (Near-Term),32300.0,Critical Thinking,3.5
43-4061.00,"Eligibility Interviewers, Government Programs",2,Risk: Generative AI (Near-Term),43350.0,Critical Thinking,3.62
43-4071.00,File Clerks,2,Risk: Robotics (Medium-Term),29090.0,Critical Thinking,3.0
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2,Risk: Robotics (Medium-Term),22070.0,Critical Thinking,3.5
43-4111.00,"Interviewers, Except Eligibility and Loan",2,Risk: Generative AI (Near-Term),32150.0,Critical Thinking,3.25
43-4121.00,"Library Assistants, Clerical",2,Risk: Robotics (Medium-Term),25220.0,Critical Thinking,2.88
43-4131.00,Loan Interviewers and Clerks,3,Risk: Generative AI (Near-Term),38630.0,Critical Thinking,4.0
43-4141.00,New Accounts Clerks,2,Risk: Generative AI (Near-Term),34990.0,Critical Thinking,3.5
43-4151.00,Order Clerks,2,Risk: Generative AI (Near-Term),33370.0,Critical Thinking,3.5
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2,Risk: Generative AI (Near-Term),39020.0,Critical Thinking,3.62
43-4171.00,Receptionists and Information Clerks,2,Risk: Generative AI (Near-Term),27920.0,Critical Thinking,3.0
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0,Risk: Robotics (Medium-Term),35230.0,Critical Thinking,3.62
43-5011.00,Cargo and Freight Agents,2,Risk: Generative AI (Near-Term),41920.0,Critical Thinking,3.62
43-5021.00,Couriers and Messengers,1,Risk: Robotics (Medium-Term),28170.0,Critical Thinking,2.62
43-5031.00,Public Safety Telecommunicators,2,Insulated: High-Social,38870.0,Critical Thinking,3.88
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2,Risk: Generative AI (Near-Term),37940.0,Critical Thinking,3.75
43-5041.00,"Meter Readers, Utilities",1,Risk: Robotics (Medium-Term),38940.0,Critical Thinking,2.75
43-5051.00,Postal Service Clerks,1,Risk: Robotics (Medium-Term),56790.0,Critical Thinking,3.25
43-5052.00,Postal Service Mail Carriers,1,Risk: Robotics (Medium-Term),58110.0,Critical Thinking,2.75
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1,Risk: Robotics (Medium-Term),56220.0,Critical Thinking,2.62
43-5061.00,"Production, Planning, and Expediting Clerks",2,Risk: Generative AI (Near-Term),46760.0,Critical Thinking,3.62
43-5071.00,"Shipping, Receiving, and Inventory Clerks",1,Risk: Robotics (Medium-Term),31180.0,Critical Thinking,3.0
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1,Risk: Robotics (Medium-Term),28790.0,Critical Thinking,3.0
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2,Risk: Generative AI (Near-Term),55860.0,Critical Thinking,3.75
43-6012.00,Legal Secretaries and Administrative Assistants,2,Risk: Generative AI (Near-Term),44180.0,Critical Thinking,3.0
43-6013.00,Medical Secretaries and Administrative Assistants,2,Risk: Generative AI (Near-Term),33730.0,Critical Thinking,3.0
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2,Risk: Generative AI (Near-Term),34820.0,Critical Thinking,3.62
43-9021.00,Data Entry Keyers,2,Risk: Robotics (Medium-Term),30100.0,Critical Thinking,2.88
43-9022.00,Word Processors and Typists,2,Risk: Robotics (Medium-Term),38740.0,Critical Thinking,2.5
43-9031.00,Desktop Publishers,2,Risk: Generative AI (Near-Term),41090.0,Critical Thinking,3.88
43-9041.00,Insurance Claims and Policy Processing Clerks,2,Risk: Generative AI (Near-Term),38430.0,Critical Thinking,3.38
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",1,Risk: Robotics (Medium-Term),29160.0,Critical Thinking,2.88
43-9061.00,"Office Clerks, General",2,Risk: Robotics (Medium-Term),30580.0,Critical Thinking,3.0
43-9071.00,"Office Machine Operators, Except Computer",1,Risk: Robotics (Medium-Term),30460.0,Critical Thinking,2.62
43-9081.00,Proofreaders and Copy Markers,2,Risk: Robotics (Medium-Term),36960.0,Critical Thinking,3.0
43-9111.00,Statistical Assistants,3,Insulated: High-Creativity,46850.0,Critical Thinking,3.88
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0,Risk: Robotics (Medium-Term),45320.0,Critical Thinking,3.75
45-2011.00,Agricultural Inspectors,0,Risk: Generative AI (Near-Term),42800.0,Critical Thinking,4.0
45-2021.00,Animal Breeders,1,Risk: Robotics (Medium-Term),35690.0,Critical Thinking,3.25
45-2041.00,"Graders and Sorters, Agricultural Products",1,Risk: Robotics (Medium-Term),22520.0,Critical Thinking,2.25
45-2091.00,Agricultural Equipment Operators,1,Risk: Robotics (Medium-Term),28850.0,Critical Thinking,2.75
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,Risk: Robotics (Medium-Term),22000.0,Critical Thinking,2.62
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,Risk: Robotics (Medium-Term),24520.0,Critical Thinking,3.0
45-4011.00,Forest and Conservation Workers,1,Risk: Robotics (Medium-Term),26940.0,Critical Thinking,3.0
45-4021.00,Fallers,1,Risk: Robotics (Medium-Term),37370.0,Critical Thinking,3.0
45-4022.00,Logging Equipment Operators,1,Risk: Robotics (Medium-Term),37490.0,Critical Thinking,2.75
45-4023.00,Log Graders and Scalers,1,Risk: Robotics (Medium-Term),37090.0,Critical Thinking,3.0
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0,Risk: Robotics (Medium-Term),62980.0,Critical Thinking,3.38
47-2011.00,Boilermakers,1,Risk: Robotics (Medium-Term),62060.0,Critical Thinking,3.12
47-2021.00,Brickmasons and Blockmasons,1,Risk: Robotics (Medium-Term),49250.0,Critical Thinking,3.0
47-2022.00,Stonemasons,1,Risk: Robotics (Medium-Term),39780.0,Critical Thinking,3.0
